drug,label,count,drug_id,genes
Irinotecan,14,488,6406,"['ABCC1', 'CYP3A4', 'BCHE', 'UGT1A9', 'SLCO1B1', 'ABCG2', 'CYP2B6', 'SLC22A3', 'ALB', 'CES2', 'CYP3A5', 'CYP3A7', 'ABCB1', 'ACHE', 'CES1', 'ABCC2', 'TOP1MT', 'TOP1', 'UGT1A1', 'P4HTM', 'NOTCH1', 'ATF3', 'HLA-C', 'NFKBIB', 'CRY1', 'PLK3', 'FHL2', 'TPT1', 'CDK5R1', 'HLA-A', 'ADO', 'IKBKE', 'PHKG2', 'MDM2', 'LIG1', 'SLC12A4', 'HLA-B', 'GATA2', 'RPS6KA1', 'CXCL2', 'DUSP3', 'AHCY', 'JUNB', 'PPM1D', 'LCAT', 'SLC25A4', 'EED', 'CDKN1A', 'MAP2K3', 'PNP', 'PDGFA', 'GCH1', 'BAX', 'CLK2', 'EGR1', 'KEAP1', 'GADD45A', 'NFKBIA', 'IKBKB', 'EPHA2', 'PTGS2', 'GAA', 'TBK1', 'CCND3', 'CCNE1', 'RGS2', 'FAS', 'PSMB8', 'MRM2', 'SFN', 'TLR4', 'PSMC3IP', 'PTPN6', 'TYK2', 'PMAIP1', 'UBE2D1', 'FOSL1', 'TNFRSF10B', 'INPP1', 'CSNK1E', 'CCL2', 'ADRB2', 'DDIT3', 'CASP3', 'ICAM1', 'DYRK3', 'CYB5R1', 'NFKB2', 'TTK', 'CRYZ', 'PLK1', 'NEK2', 'IGF1R', 'PPARG', 'CDC25C', 'PIK3CB', 'MYC', 'TXNRD1', 'CDK1', 'AK4', 'FASN', 'HSPA1A', 'MAPKAP1', 'EML4', 'IGF2BP2', 'ELAVL1', 'RAD50', 'PGM1', 'TDP1', 'ADAM10', 'BCL2', 'RHOA', 'EPHB2', 'LAMA3', 'CDK19', 'ROCK2', 'MBNL1', 'CCNA2', 'RACGAP1', 'RASA1', 'KIF11', 'TBL1XR1', 'PTPN12', 'PAK4', 'CCNB1', 'SENP6', 'ROCK1', 'HSPA8', 'SRI', 'RB1', 'AURKB', 'GPD2', 'MAP4K4', 'TOP2A', 'ATG5', 'CDKN3', 'CLOCK', 'CDC25B', 'XRCC4', 'PTK2', 'MGLL', 'PBK', 'HMMR', 'CALU', 'BIRC5', 'AURKA', 'NCOA3', 'MELK']"
Omacetaxine mepesuccinate,14,501,11050,"['TNFAIP3', 'TBP', 'DYRK1A', 'PER1', 'NFE2L2', 'CHD1', 'FOSL1', 'NR4A1', 'NFKBIA', 'INPP1', 'ICAM1', 'FOXO3', 'CDK6', 'CDK7', 'CXCL2', 'GEM', 'PPM1D', 'SIRT1', 'SETD2', 'DDIT3', 'BIRC2', 'JUNB', 'SENP6', 'KAT5', 'FHL2', 'TNFRSF12A', 'IKBKE', 'PIK3C3', 'SIK3', 'PMAIP1', 'JUN', 'RGS2', 'DUSP6', 'PTGS2', 'IGF2BP2', 'TBX2', 'LGALS8', 'GADD45A', 'TEX10', 'ATF3', 'FOS', 'CYP1A1', 'NFKB1', 'TSC22D3', 'BIRC3', 'NR3C1', 'NFKB2', 'CCL2', 'NFKBIB', 'FER', 'EGR1', 'DIABLO', 'SQSTM1', 'PHKG2', 'CLK4', 'CDKN1A', 'EZH2', 'CTSL', 'CALU', 'STMN1', 'IRAK1', 'VEGFB', 'TUBA1A', 'P4HB', 'TMEM97', 'KEAP1', 'GLO1', 'AKR1A1', 'PARP1', 'CRYZ', 'HYAL2', 'HSPA1A', 'CTSD', 'EHMT2', 'SLC25A4', 'CBR1', 'KDM1A', 'PIK3C2B', 'SLC7A5', 'TUBB6', 'EIF4EBP1', 'LIPA', 'PRDX4', 'CSK', 'SLC1A5', 'TUBB', 'CTSB', 'LIG1', 'GSR', 'TUBA1B', 'AKT1', 'DPYSL2', 'RRP1B', 'MYD88', 'CPOX', 'SLC25A6', 'RPS6KA2', 'CYB5R3', 'TYMS', 'RPA1', 'PCNA', 'CDC25B', 'SPR', 'TUBA1C', 'VKORC1', 'PGM1', 'SCARB1', 'HSPA8', 'APEX1', 'ICMT', 'PTPN6', 'FEN1', 'NUCB1', 'PSME1', 'ACLY', 'GET1', 'CDK4', 'FDPS', 'EPRS1', 'ADAM10', 'NUCB2', 'SPP1', 'HSPD1', 'SFN', 'CCNA2', 'FKBP1A', 'G6PD', 'SCD', 'MPST', 'EYA2', 'IDH1', 'ATP1B3']"
Cerulenin,14,501,6834,"['FASN', 'HMOX1', 'SLC31A1', 'IDE', 'HSPA1A', 'CHEK2', 'AKR1C1', 'SPTLC2', 'CBR3', 'COL11A1', 'CBR1', 'CPT1A', 'GADD45A', 'MMP1', 'PIK3C3', 'ABCC2', 'HYOU1', 'SMOX', 'TXNRD1', 'PPCDC', 'ASNS', 'TDP2', 'NPC1', 'DDIT3', 'SQSTM1', 'CTH', 'SPR', 'TSC1', 'PI4K2A', 'CDKN1A', 'NFE2L2', 'SLC36A1', 'CTSL', 'XBP1', 'AKR1C3', 'SPP1', 'TRIB3', 'JUN', 'TSC22D3', 'AKR1B10', 'RGS2', 'NR1H2', 'EGF', 'SLC7A11', 'PMAIP1', 'ATF3', 'SFN', 'HSPA5', 'ABCC5', 'EPRS1', 'EGR1', 'NCOA3', 'IL1R2', 'STK10', 'PSMD4', 'HSPA8', 'NQO1', 'FOSL1', 'GLA', 'FOS', 'IGF2BP2', 'CTNNBL1', 'CDK19', 'GCLM', 'CLK3', 'PHKG2', 'PPARD', 'TBP', 'CES1', 'KEAP1', 'SOD1', 'HSPD1', 'PRMT1', 'NFKBIA', 'GMNN', 'SUV39H1', 'PAK6', 'MARCKSL1', 'CDK1', 'CDK4', 'MET', 'TYMS', 'RACGAP1', 'CCNB1', 'IPO4', 'TOP2A', 'RRP1B', 'HYAL2', 'PSMB8', 'CCNA2', 'EIF4E', 'INPP1', 'PLK1', 'AURKB', 'TUBB', 'VIM', 'CAPN1', 'LAMB1', 'ERBB3', 'SLC29A2', 'CACNB3', 'PCNA', 'B2M', 'RPS6KA1', 'PPA1', 'IMPDH2', 'PIN1', 'PAK4', 'CDC25B', 'CSK', 'BIRC5', 'NEK2', 'ERBB2', 'HDAC2', 'ATP1B1', 'UBA3', 'SLC25A4', 'IKBKE', 'PGM1', 'AKT1', 'DNMT1', 'PRORP', 'TRAP1', 'HNRNPC', 'PRKCD', 'GNAS', 'STMN1', 'SDHB', 'FAAH', 'PSME1', 'NDUFA5', 'CCND3', 'MIF', 'S100A4', 'PIK3C2B', 'APEX1', 'KDM1A', 'FEN1']"
Mitomycin,6,502,5042,"['ABCB1', 'POR', 'LCAT', 'PHKG2', 'NFKB2', 'ATF3', 'FAS', 'RGS2', 'CCNE1', 'CASP3', 'GPER1', 'ADRB2', 'CDC37', 'PPM1D', 'PLK3', 'GAA', 'PRKCQ', 'CXCR4', 'INPP1', 'PMAIP1', 'DYRK3', 'COL11A1', 'PSMB9', 'GADD45A', 'P4HTM', 'VDR', 'TSC22D3', 'TBP', 'EGF', 'PTGS2', 'HLA-G', 'PERP', 'PSME2', 'PSMC3IP', 'EED', 'CLK2', 'TUBB6', 'IL1B', 'MICB', 'CTSL', 'CDKN1A', 'MRM2', 'ADO', 'CDK2', 'TBXA2R', 'SLC12A4', 'SNAP25', 'GSTM3', 'PNP', 'DUSP3', 'FOSL1', 'FOS', 'CYB5R1', 'PSMB8', 'PSMD2', 'SYK', 'CDK5R1', 'HLA-C', 'GLA', 'IKBKB', 'TERT', 'GATA2', 'EGR1', 'IKZF1', 'SLC25A4', 'CSNK2A2', 'RPS6KB2', 'HLA-A', 'SFN', 'HLA-B', 'ELAVL1', 'RAF1', 'MBNL1', 'PAK4', 'PIK3CB', 'TGFBR2', 'PGM1', 'STK24', 'HMMR', 'CREBBP', 'IGF1R', 'ACLY', 'CHEK2', 'PIK3C2B', 'BIRC5', 'RASA1', 'RPA1', 'CCNB1', 'PTPN12', 'FASN', 'CDK19', 'SACM1L', 'PTK2', 'TBL1XR1', 'PLK1', 'PRKDC', 'RRP1B', 'DYRK1A', 'TTK', 'KDM1A', 'ERBB2', 'CCNA2', 'TOP2A', 'MYC', 'MELK', 'DPYSL2', 'CDK7', 'AURKA', 'CARM1', 'ARID1A', 'FDFT1', 'IGF2BP2', 'TOP2B', 'SETD2', 'PPARG', 'TXNRD1', 'MGLL', 'CDKN3', 'ADAM10', 'EIF4EBP1', 'XPO1', 'SMARCA4', 'CDK17', 'NCOA3', 'HSPA8', 'KIF11']"
Idarubicin,6,503,6210,"['CYP2D6', 'CYP2C9', 'ABCC1', 'TOP2A', 'TGFB3', 'PRKX', 'TPMT', 'IFNAR1', 'CXCR4', 'IKZF1', 'PSME2', 'HDAC5', 'NCSTN', 'TBXA2R', 'P4HTM', 'TLR4', 'CTSO', 'ICAM1', 'SIRT5', 'HLA-C', 'ALDH5A1', 'PARP3', 'DNMT3A', 'GADD45A', 'HLA-B', 'IL4R', 'SERPINE1', 'RB1', 'NUCB1', 'PDE6D', 'GLO1', 'EGF', 'SGSM3', 'FAS', 'PSMB9', 'SNAP25', 'IL1B', 'PMAIP1', 'FGFR2', 'HLA-G', 'PAK1', 'DDR1', 'CASP10', 'COL6A1', 'NR1H2', 'MAOA', 'CDKN1A', 'CSNK2A2', 'SPINT1', 'MDM2', 'KCNQ1', 'CTSD', 'PPARD', 'C5', 'TERT', 'PRCP', 'PTPRC', 'BAG6', 'PRKCQ', 'TNNC1', 'IKBKB', 'IKBKE', 'CPT2', 'GPER1', 'HEXA', 'PRKACA', 'HTRA1', 'RNPEPL1', 'PHKG2', 'CAT', 'PTK2B', 'MMP1', 'SLC25A4', 'PSMB10', 'COL3A1', 'GALNS', 'HLA-A', 'P2RX4', 'KIT', 'NFKB2', 'DYRK3', 'FZD1', 'ATF3', 'COL11A1', 'INPP1', 'CCL2', 'NOTCH1', 'SYK', 'NCOA3', 'KEAP1', 'AURKB', 'HSPA8', 'TMEM97', 'FOXO3', 'ALDH1A1', 'NFKBIA', 'TXNRD1', 'CDC25A', 'HSPA1A', 'AURKA', 'UMPS', 'PARP2', 'CDC25B', 'EXO1', 'BLM', 'MELK', 'CDK1', 'HMMR', 'ABL1', 'PBK', 'GNL3', 'PLK4', 'ADO', 'XPO1', 'DYRK1A', 'CDKN3', 'CHD1', 'PLK1', 'MBNL1', 'ATP1B1', 'XBP1', 'GDF15', 'TDP1', 'CCNA2', 'RRP1B', 'CCNB1', 'IGF1R', 'BRCA1', 'CDK7', 'TBP', 'MSH6', 'PCNA', 'CBR3', 'CDKN1B', 'RACGAP1', 'TEX10', 'EZH2', 'BIRC5', 'MYC', 'TTK', 'NEK2', 'SUV39H1', 'HMOX1', 'USP1']"
Everolimus,6,503,9293,"['MTOR', 'CYP3A4', 'FKBP1A', 'MICB', 'CTSL', 'PIK3R3', 'SIRT1', 'RGS2', 'CDK5R1', 'PNP', 'GADD45A', 'DYRK3', 'LPIN1', 'MAPKAPK2', 'EZH2', 'CDKN2D', 'RHOA', 'HDAC5', 'PTPN1', 'HMGCR', 'TNFAIP3', 'LYN', 'POR', 'FYN', 'NFKBIA', 'CXCL13', 'PMAIP1', 'PI4K2A', 'HSPA1A', 'HMOX1', 'CTH', 'LAMA3', 'SPTLC2', 'NPC1', 'EGR1', 'GEM', 'STK10', 'CCND3', 'SLC9A1', 'CDKN1A', 'SLC25A4', 'JUNB', 'KIT', 'CASP9', 'PDPK1', 'PDGFA', 'CBLB', 'SNAP25', 'CASP3', 'PTPN6', 'MMP1', 'FZD7', 'FDFT1', 'OGA', 'PPARD', 'NFKB2', 'ETV1', 'ABCC5', 'NOTCH1', 'RPS6KA1', 'NCOA3', 'BRD2', 'SQSTM1', 'FOXO3', 'ICAM1', 'PSMB8', 'FHL2', 'NDUFC1', 'NDUFS2', 'PARP2', 'BIRC5', 'ERBB2', 'PLK1', 'NDUFA9', 'PPARG', 'UQCR10', 'HSD17B10', 'NDUFS4', 'BRCA1', 'SDHB', 'POLA2', 'FPGS', 'SPR', 'PSMD7', 'CCNA2', 'KRT18', 'CSK', 'DCTD', 'TFPI2', 'NME1', 'HDAC2', 'STXBP2', 'KEAP1', 'RRP7A', 'MIF', 'CRYZ', 'UMPS', 'DTYMK', 'CDK4', 'PSMB5', 'SUV39H1', 'INPP1', 'ATIC', 'TMEM97', 'SENP6']"
Niclosamide,6,503,12639,"['CYP2C9', 'CYP1A2', 'STAT3', 'STX4', 'HDAC5', 'CTH', 'CXCL2', 'FOS', 'PRKAG2', 'NR4A1', 'PPARG', 'CSNK1E', 'HMOX1', 'CALU', 'IL6', 'JUND', 'FOXO3', 'SLC7A11', 'NFKBIB', 'FDFT1', 'INPP1', 'NFE2L2', 'IGF2BP2', 'GADD45A', 'LAMB3', 'AXIN1', 'TRIB3', 'EGR1', 'CDK7', 'JUN', 'RAB9A', 'RIPK2', 'DYRK3', 'CD55', 'CCL20', 'FOSL1', 'BIRC2', 'DDIT3', 'PTPN12', 'MAPKAPK5', 'SLC1A5', 'EIF2AK3', 'PDGFA', 'HYOU1', 'DUSP6', 'MAP2K5', 'LDLR', 'SERPINE1', 'TNFAIP3', 'NFKB2', 'NCOA3', 'EIF4EBP1', 'PER1', 'JUNB', 'CBLB', 'CLK3', 'MMP1', 'EGFR', 'ASNS', 'EPRS1', 'CYP51A1', 'AREG', 'CDKN1A', 'TSC22D3', 'PMAIP1', 'CSNK2A2', 'PTGS2', 'FHL2', 'ATF3', 'TXNRD1', 'SQLE', 'NPC1', 'SQSTM1', 'ICAM1', 'NFKBIA', 'NR1H2', 'SMAD3', 'HMGCR', 'XBP1', 'MYC', 'HSPA1A', 'BIRC5', 'TUBB4B', 'NDUFA8', 'PNP', 'SUV39H1', 'PIN1', 'RRM2', 'MYD88', 'CDK1', 'TYMS', 'CCNB1', 'LIG1', 'NDUFB3', 'TK1', 'PCNA', 'RRP1B', 'CBR3', 'KIF11', 'NME1', 'STMN1', 'BRCA1', 'PIK3R4', 'CBR1', 'ICMT', 'UMPS', 'AKT1', 'PIK3C2B', 'POLA2', 'GMNN', 'DTYMK', 'PARP1', 'DCK', 'CRYZ', 'CDC25A', 'RAD51', 'DHFR', 'VDAC3', 'TUBB6', 'FEN1', 'HDAC2', 'CDC7', 'PLK1', 'MRM2', 'GET1', 'MELK', 'UQCR10', 'POLD1', 'CCNA2', 'HPRT1', 'HSPB1', 'AURKB', 'HSPA8', 'AKR7A2', 'HSD17B10', 'SPR', 'MSH6', 'CCND3', 'EED', 'MIF', 'TOP2A', 'RPA1', 'AURKA']"
Epirubicin,22,505,3914,"['UGT2B7', 'TOP2A', 'PLA2G4A', 'ABCC1', 'CHD1', 'YWHAG', 'AURKA', 'NOTCH1', 'SNAP25', 'CTSV', 'PRKX', 'MAOA', 'EGF', 'DYRK3', 'KIT', 'CPT2', 'TERT', 'CDC37', 'PTPN6', 'MAPK13', 'C5', 'IL1B', 'FZD1', 'CDH1', 'HLA-C', 'COL5A2', 'DNMT3A', 'CYB5R4', 'EHMT2', 'PRKCQ', 'HEBP1', 'PAK1', 'PRCP', 'P2RX4', 'PSME2', 'PTK2B', 'NUCB2', 'GPER1', 'PSMB10', 'BSG', 'PHKG2', 'HEXA', 'TBXA2R', 'STK10', 'GM2A', 'EPHB2', 'GLO1', 'NR1H2', 'ALDH7A1', 'LAP3', 'SGSM3', 'CES1', 'PSMB9', 'IKZF1', 'ABCC10', 'ABHD6', 'NCSTN', 'MMP1', 'IL4R', 'DDR1', 'CXCR4', 'GAA', 'GALNS', 'TGFB3', 'ALDH5A1', 'PDE6D', 'SCNN1A', 'SPINT1', 'NFKB2', 'MDM2', 'FGFR2', 'TNNC1', 'IKBKB', 'SLC25A4', 'CTSD', 'HYOU1', 'RNPEP', 'NUCB1', 'BAG6', 'COL11A1', 'CASP10', 'PMAIP1', 'HDAC5', 'SYK', 'CTSO', 'PTPRC', 'APOE', 'CTSL', 'HTRA1', 'CDKN1B', 'SUV39H1', 'FHL2', 'RGS2', 'SACM1L', 'PARP2', 'TTK', 'CSK', 'CDC25B', 'APEX1', 'MELK', 'MAPK6', 'CREBBP', 'PSMC6', 'ERBB2', 'MYC', 'TEX10', 'UMPS', 'GNL3', 'CBR3', 'CDC25A', 'KEAP1', 'RRP1B', 'AURKB', 'TMEM97', 'CDK4', 'CDK7', 'NFKBIA', 'CHEK2', 'HSPA8', 'ADO', 'DYRK1A', 'PCNA', 'HMOX1', 'FOXO3', 'BLM', 'BRCA1', 'ATP1B1', 'FOSL1', 'TDP1', 'DCK', 'CCNB1', 'PLK1', 'PLK4', 'XBP1', 'TBP', 'TARDBP', 'CCNA2', 'ABL1']"
Fulvestrant,6,505,5650,"['ESR1', 'ESRRA', 'NR1H4', 'EPHX2', 'CYP3A4', 'ESR2', 'LGALS8', 'LAMB2', 'PARP3', 'ERBB3', 'HBB', 'CDK19', 'TRIM5', 'STX4', 'CDH3', 'MYLIP', 'SLC25A4', 'ABCC5', 'KDM4A', 'TAPBP', 'IKBKE', 'RASA1', 'MAP2K5', 'GAA', 'RAB9A', 'RGS2', 'PXN', 'PTPN6', 'ATP1B1', 'HEBP1', 'PIK3R3', 'TGFB3', 'HMOX1', 'TMPRSS2', 'SNCA', 'GATA3', 'ERBB2', 'NPEPL1', 'IKBKB', 'NFKBIA', 'FOXO3', 'ADAM10', 'HDAC6', 'CBLB', 'SQSTM1', 'NCOA3', 'ABCA5', 'GHR', 'HMGCR', 'CAPN1', 'TSC22D3', 'CTSL', 'PIK3C2B', 'XPC', 'AKT1', 'EPHA3', 'GSTM1', 'LIPA', 'P4HTM', 'CAT', 'SMAD3', 'SULT1A1', 'IGFBP3', 'GATA2', 'PRKCD', 'CDK6', 'PSMC3IP', 'AURKB', 'KIF11', 'CCND1', 'HMMR', 'RRM1', 'PBK', 'TEX10', 'SDHB', 'BCL2', 'CHRNA5', 'PNP', 'PLEKHJ1', 'TTK', 'BRCA1', 'LIG1', 'CALU', 'PSMD2', 'CCNB1', 'RAD51', 'POLD1', 'NRAS', 'MYC', 'MELK', 'CDK1', 'PLK1', 'NEK2', 'RRP1B', 'POLE', 'GMNN', 'PARP2', 'RRP7A', 'CCND3', 'IGF1R', 'XBP1', 'PARP1', 'CCNA2', 'FANCA', 'DTYMK', 'HSPA8', 'PCNA', 'TRAP1', 'PLK4', 'CDKN1B', 'HPRT1', 'AURKA', 'DNMT1', 'ICMT', 'SUV39H1', 'DCK', 'CDKN3', 'CHEK2', 'POLR1G', 'FHL2', 'MSH6', 'USP1', 'TOP2A', 'RNASEH2A', 'TUBA3D', 'TUBB6', 'POLA2', 'HSPD1', 'CTSD', 'FEN1', 'CDC25A', 'EXO1', 'RAD54L', 'BIRC5']"
Mebendazole,14,505,2616,"['ABCB1', 'CYP1A1', 'CYP3A4', 'TUBA1A', 'TUBB4B', 'ICMT', 'PPP1R13L', 'NFKBIB', 'MALT1', 'ITGA5', 'DFFB', 'PHKG2', 'RNF8', 'EPHA2', 'MAP3K5', 'RGS2', 'ICAM1', 'TUBA4A', 'CDA', 'PPARG', 'PLAUR', 'FYN', 'IL4R', 'TUBB2A', 'P4HTM', 'INPP1', 'TNFRSF12A', 'LAMA3', 'FOSL1', 'TGFA', 'EREG', 'ITGB5', 'AURKA', 'PXN', 'CDC42BPB', 'IKBKB', 'NOTCH1', 'GADD45A', 'FHL2', 'B4GALT2', 'PMAIP1', 'HRAS', 'KEAP1', 'GNA11', 'PYGL', 'GAL', 'CSNK1E', 'MYC', 'CCND1', 'PRKAG2', 'CDK7', 'SENP6', 'EGR1', 'AXIN1', 'CNR1', 'NFKB1', 'PSMD2', 'JUN', 'TLR4', 'SH2B3', 'SMOX', 'CDH3', 'NFKB2', 'PSMD9', 'HBEGF', 'DUSP3', 'CASP3', 'IRAK1', 'MELK', 'GMNN', 'XBP1', 'STAT1', 'PDCD4', 'FDFT1', 'HEBP1', 'CDKN1B', 'ABCC6', 'HSPA1A', 'MSH6', 'CRYZ', 'CDC25B', 'EED', 'IDH1', 'NAT1', 'TOP2A', 'KIF11', 'GGCX', 'BRCA1', 'NDUFB5', 'CDK1', 'PCNA', 'DDB1', 'RECQL', 'LAP3', 'PRORP', 'PIK3C2B', 'MGMT', 'PARG', 'FEN1', 'GHR', 'PIN1', 'CTSK', 'HPRT1', 'GPER1', 'HTR2B', 'TFPI2', 'GGT1', 'TMEM97', 'ERBB3', 'CHEK2', 'PRKCD', 'PPA2', 'GATA3', 'TBP', 'CDK19', 'UCP2', 'AKR7A2', 'CDK4', 'MIF']"
Perhexiline,6,505,6549,"['CYP2B6', 'CPT1A', 'CYP3A4', 'CPT2', 'CYP2D6', 'JUNB', 'HMOX1', 'NFKB2', 'PER1', 'SQSTM1', 'ICAM1', 'CDKN1A', 'FOS', 'TNFAIP3', 'SIRT1', 'PMAIP1', 'CXCL2', 'ADAM17', 'GADD45A', 'LDLR', 'ATF3', 'XBP1', 'NUCB2', 'TRIB3', 'SCD', 'PI4K2A', 'ASNS', 'SQLE', 'JUND', 'CD55', 'IL6', 'CDK7', 'CTH', 'RIPK2', 'TSC22D3', 'IL11', 'PIK3C3', 'CLK3', 'NPC1', 'CYP51A1', 'EGR1', 'SMAD3', 'ARID5B', 'PTGS2', 'HDAC5', 'FDPS', 'GEM', 'SOD2', 'NCOA3', 'AXIN1', 'MMP1', 'EIF2AK3', 'TXNRD1', 'HMGCR', 'JUN', 'NFE2L2', 'FDFT1', 'NFKBIA', 'CBLB', 'CSF2', 'CDKN1B', 'HYOU1', 'LPIN1', 'FOXO3', 'DDIT3', 'DYRK3', 'STX4', 'PSMB8', 'CCNA2', 'ELAVL1', 'SPR', 'UQCR10', 'PNP', 'HSD17B10', 'ICMT', 'TDP1', 'PGM1', 'BIRC5', 'TRAP1', 'CDC25A', 'LIG1', 'NDUFB6', 'HSPA8', 'CCND3', 'EED', 'AKR7A2', 'NDUFAB1', 'PLK1', 'UMPS', 'POLA1', 'TYMS', 'RHOA', 'NDUFB2', 'AURKA', 'RRP7A', 'VDAC1', 'PIN1', 'PARP1', 'S100A4', 'SDHB', 'HSPB1', 'NDUFB3', 'NME1', 'HSPD1', 'RRP1B', 'CRYZ', 'POLA2', 'SLC19A1', 'MIF', 'SUV39H1', 'AKT1', 'HDAC1', 'STMN1', 'RPA1', 'TUBB', 'MYD88', 'NDUFA8', 'DCTD', 'PCNA', 'CDK1', 'PSME1', 'TOP2A', 'DTYMK', 'PSME3', 'FEN1', 'HDAC2']"
Topotecan,6,505,6828,"['ABCB1', 'TOP1MT', 'ABCG2', 'CYP3A4', 'TOP1', 'ABCC10', 'HLA-B', 'CDKN1A', 'GATA2', 'PRKCQ', 'TNFAIP3', 'KAT2A', 'SLC25A4', 'CCL2', 'APOE', 'CDK5', 'SPR', 'PRKX', 'PTGS2', 'SYK', 'TF', 'CTSV', 'TGFB3', 'ADO', 'GADD45A', 'TFAP2A', 'TERT', 'NUCB1', 'F8', 'ABHD6', 'NFKBIA', 'PTPRC', 'CES1', 'GPER1', 'CXCR4', 'PTK2B', 'SNCA', 'ATF3', 'FGFR3', 'HLA-G', 'CDK5R1', 'TBXA2R', 'CTSL', 'EGF', 'PSMB9', 'HYOU1', 'DYRK3', 'GAA', 'NFKB2', 'PIK3CA', 'MMP1', 'HTRA1', 'RPS6KB2', 'FAAH', 'CASP10', 'HLA-C', 'PAK1', 'FZD1', 'IKZF1', 'HLA-A', 'PARP3', 'TSC22D3', 'ICAM1', 'LIPA', 'C5', 'KIT', 'IL1B', 'EGR1', 'NOS3', 'PSMB8', 'PRKACA', 'RGS2', 'NCSTN', 'PMAIP1', 'SNAP25', 'TPMT', 'CAPG', 'RNPEPL1', 'CDKN2B', 'JUNB', 'ISG15', 'CDH1', 'SFN', 'COL11A1', 'CXCL2', 'DDR1', 'DNMT3A', 'PTGER4', 'HBB', 'IFNAR1', 'FOS', 'DUSP6', 'ALDH5A1', 'RRP1B', 'XPO1', 'BRCA1', 'HDAC2', 'TOP2A', 'PTPN12', 'REV3L', 'TTK', 'SMAD3', 'NCOA3', 'KEAP1', 'AURKA', 'EZH2', 'CDKN3', 'ATP1B1', 'PPARG', 'PIK3R4', 'TEX10', 'CDK1', 'USP1', 'KIF11', 'CREBBP', 'RAF1', 'PARP2', 'ABL1', 'SACM1L', 'DCK', 'CHD1', 'PLK1', 'CDC25A', 'MELK', 'TBP', 'PLK4', 'MSH6', 'TARDBP', 'HMMR', 'CDK7', 'HSPA8', 'TBL1XR1', 'MBNL1', 'TDP1', 'ARHGAP12', 'FHL2', 'CCNA2', 'CDC25B', 'PIK3C2B', 'TMEM97', 'RASA1', 'EED', 'TOP2B', 'BIRC2', 'DYRK1A', 'FOXO3', 'IGF1R', 'SETD2', 'ERBB2', 'TXNRD1', 'PSMC6', 'EGLN2', 'BLM']"
Raloxifene,14,505,3803,"['CYP3A4', 'CYP2B6', 'AOX1', 'HTR6', 'CYP2C8', 'HTR2B', 'CYP19A1', 'ESR2', 'ESR1', 'SIGMAR1', 'FDPS', 'SULT1A1', 'RIT1', 'SRC', 'TXNRD1', 'CDK19', 'CTSL', 'AMACR', 'PXN', 'PRKCD', 'HMOX1', 'BAZ2B', 'TSC22D3', 'STX4', 'PRKAG1', 'TAPBP', 'IKBKE', 'LGALS8', 'CAT', 'ERBB3', 'ERBB2', 'HEBP1', 'EPHA3', 'CYP1A1', 'ABCC5', 'GAA', 'INPP1', 'GSTM1', 'PIK3C2B', 'NCOA3', 'IDH1', 'CYP51A1', 'SMAD3', 'CST3', 'SNCA', 'LIPA', 'REEP5', 'NFKBIA', 'RGS2', 'ADAM10', 'GATA2', 'ACKR3', 'ATP1B1', 'IKBKB', 'GHR', 'GSR', 'SPP1', 'HMGCR', 'SLC25A4', 'PGM1', 'SQSTM1', 'TGFA', 'CCNA2', 'DCK', 'RAD54L', 'CDK1', 'GMNN', 'POLD1', 'CCND3', 'PSMB10', 'KIF11', 'NUP50', 'PSMC3IP', 'NCL', 'BIRC5', 'BRCA1', 'CDC25A', 'CDC7', 'AURKB', 'NPC1', 'TTK', 'PCNA', 'SDHB', 'UMPS', 'CSNK1E', 'POLRMT', 'MELK', 'CCND1', 'TEX10', 'PARP1', 'BCL2', 'CHEK1', 'RRP1B', 'PNP', 'CHEK2', 'SLC7A5', 'TRAP1', 'RAD51', 'LIG1', 'FEN1', 'CCNB1', 'PARP2', 'PLEKHJ1', 'CTSD', 'SPHK2', 'TOP2A', 'CHRNA5', 'AURKA', 'PLK4', 'FHL2', 'EXO1', 'HSPD1', 'FANCA', 'HSPA8', 'POLR1G', 'ARID5B', 'SUV39H1', 'TUBB6', 'HMMR', 'CRKL']"
